id_ponto,latitude_wgs84,longitude_wgs84,indice_final,motivo_veto,nota_vento,nota_dist_rede,nota_declive,nota_uso_solo,nota_conservacao,vento_bruto_ms,radiacao_solar_bruta,declive_bruto_graus,solo_bruto_codigo,restricao_dados_json,dist_urbana_bruto_km,dist_rede_bruto_km,pct_intersecao_urbana
2042,-5.735669845716784,-35.491362028534965,9.49,Aprovado,9.761904761904763,9.437333333333333,7.293333333333334,10.0,10.0,7.38,5.8,4.06,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",4.73,8.44,0.0
2100,-5.689967183490616,-35.40150239012295,9.48,Aprovado,9.761904761904763,9.597999999999999,6.986666666666668,10.0,9.628,7.38,5.8,4.52,15,"{""Prote\u00e7\u00e3o Integral"": 3.72, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 96.28}",3.12,6.03,0.0
1499,-5.468780504754599,-36.25916644876133,9.47,Aprovado,9.695767195767196,9.638,6.833333333333334,10.0,10.0,7.33,5.97,4.75,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.43,5.43,0.0
2039,-5.600229410881693,-35.49218068641282,9.45,Aprovado,9.761904761904763,9.404,6.906666666666668,10.0,10.0,7.38,5.8,4.64,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.67,8.94,0.0
1490,-6.396239933271148,-36.28322143010973,9.44,Aprovado,9.695767195767196,8.794,8.593333333333334,10.0,10.0,7.33,5.85,2.11,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.91,18.09,0.0
2009,-5.645646833597568,-35.536977215602306,9.42,Aprovado,9.761904761904763,9.346666666666666,6.806666666666667,10.0,10.0,7.38,5.8,4.79,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.78,9.8,0.0
1313,-5.786285491605012,-36.528375248315314,9.42,Aprovado,9.66931216931217,9.126,7.733333333333333,10.0,10.0,7.31,5.97,3.4,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.35,13.11,0.0
2031,-5.23905134401832,-35.494266697403056,9.41,Aprovado,10.0,9.949333333333334,8.213333333333333,8.0,10.0,7.88,5.8,2.68,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",4.81,0.76,0.0
1979,-5.691065018440919,-35.581780694320024,9.39,Aprovado,9.761904761904763,9.029333333333334,7.233333333333334,10.0,10.0,7.38,5.8,4.15,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",7.33,14.56,0.0
1049,-5.199815957795038,-36.80127884039456,9.38,Aprovado,9.854497354497356,8.661999999999999,7.7,10.0,10.0,7.45,5.97,3.45,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.49,20.07,0.0
1299,-5.153623779652685,-36.53097166921719,9.36,Aprovado,10.0,9.692666666666668,8.34,8.0,10.0,7.73,5.97,2.49,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.84,4.61,0.0
1434,-5.152898136716972,-36.35069341431049,9.34,Aprovado,10.0,9.68,8.226666666666667,8.0,10.0,7.73,5.97,2.66,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.49,4.8,0.0
2006,-5.510199373399005,-35.53777232897283,9.32,Aprovado,9.761904761904763,8.658666666666667,7.486666666666666,10.0,10.0,7.38,5.8,3.77,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.0,20.12,0.0
2061,-5.238805328596572,-35.44923975491874,9.3,Aprovado,10.0,9.712,7.733333333333333,8.0,9.9874,7.88,5.8,3.4,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.18, ""Nenhuma"": 99.82}",2.63,4.32,0.87
1977,-5.600762659985939,-35.58231035812867,9.29,Aprovado,9.761904761904763,8.909333333333333,6.573333333333333,10.0,10.0,7.38,5.8,5.14,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.25,16.36,2.77
1904,-5.11767439308075,-35.677795791422405,9.29,Aprovado,10.0,9.457333333333333,8.293333333333333,8.0,10.0,7.88,5.8,2.56,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.56,8.14,0.0
1675,-5.064229583845206,-35.990110773713035,9.27,Aprovado,10.0,9.390666666666668,8.193333333333333,8.0,10.0,7.73,5.8,2.71,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.22,9.14,0.0
1907,-5.240035757921343,-35.67442794012815,9.27,Aprovado,10.0,9.594000000000001,7.720000000000001,8.0,10.0,7.88,5.8,3.42,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",12.45,6.09,0.0
1312,-5.7410958594778325,-36.528570824121054,9.26,Aprovado,9.695767195767196,8.99,6.32,10.0,10.0,7.33,5.97,5.52,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",4.37,15.15,0.0
1638,-6.23586307188599,-36.07484465433599,9.24,Aprovado,9.66931216931217,9.48,5.0600000000000005,10.0,10.0,7.31,5.85,7.41,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.4,7.8,0.0
2032,-5.284198878977034,-35.494013658531934,9.24,Aprovado,9.761904761904763,9.684000000000001,8.146666666666667,8.0,10.0,7.38,5.8,2.78,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.07,4.74,0.0
1446,-5.695103689844255,-36.34832589718618,9.23,Aprovado,9.695767195767196,8.693333333333333,6.826666666666668,10.0,10.0,7.33,5.97,4.76,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",10.45,19.6,0.0
1498,-5.423600111843144,-36.25937129215001,9.22,Aprovado,9.695767195767196,9.632000000000001,8.32,8.0,10.0,7.33,5.97,2.52,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",12.22,5.52,0.0
1528,-5.423394011552887,-36.21428967147616,9.22,Aprovado,9.695767195767196,9.826,7.82,8.0,10.0,7.33,5.97,3.27,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",10.36,2.61,0.0
1918,-5.736748149374652,-35.67167185328729,9.22,Aprovado,9.761904761904763,8.304,7.42,10.0,10.0,7.38,5.8,3.87,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",10.79,25.44,0.0
1532,-5.604108218059146,-36.213446338799486,9.21,Aprovado,9.695767195767196,9.785333333333334,7.8133333333333335,8.0,10.0,7.33,5.97,3.28,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.34,3.22,0.0
1703,-6.325690075515956,-35.98404783838804,9.21,Aprovado,9.695767195767196,9.324,4.98,10.0,10.0,7.33,5.57,7.53,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.51,10.14,0.0
1978,-5.645913880385803,-35.58204660223864,9.2,Aprovado,9.761904761904763,9.022666666666666,5.413333333333333,10.0,10.0,7.38,5.8,6.88,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.78,14.66,0.47
1301,-5.244004902402764,-36.530619404398976,9.2,Aprovado,10.0,9.226666666666667,7.960000000000001,8.0,10.0,7.73,5.97,3.06,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",10.71,11.6,0.0
1841,-5.106606807109721,-35.766235449706386,9.2,Aprovado,10.0,9.108,8.28,8.0,10.0,7.88,5.8,2.58,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",12.95,13.38,0.0
1946,-5.601024104066565,-35.62737843491217,9.2,Aprovado,9.761904761904763,8.606666666666667,6.44,10.0,10.0,7.38,5.8,5.34,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.14,20.9,0.05
2062,-5.283942500285694,-35.448975546477016,9.19,Aprovado,9.761904761904763,9.575333333333333,7.8933333333333335,8.0,10.0,7.38,5.8,3.16,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.87,6.37,0.0
1794,-5.963585393967119,-35.85075076456189,9.18,Aprovado,9.2989417989418,9.025333333333332,7.073333333333334,10.0,10.0,7.03,5.8,4.39,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",4.09,14.62,0.0
1791,-5.8280962990589495,-35.85151540265509,9.18,Aprovado,9.2989417989418,9.068666666666667,6.966666666666667,10.0,10.0,7.03,5.8,4.55,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.66,13.97,0.1
2105,-5.915677773558908,-35.40006908532076,9.18,Aprovado,9.2989417989418,9.33,6.306666666666667,10.0,10.0,7.03,5.8,5.54,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.83,10.05,0.0
1998,-5.156611643516039,-35.54160977980921,9.17,Aprovado,10.0,9.256,7.513333333333333,8.0,10.0,7.88,5.8,3.73,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.2,11.16,2.8
1672,-6.371120147941593,-36.02893380673647,9.17,Aprovado,9.695767195767196,8.989333333333335,5.42,10.0,10.0,7.33,5.85,6.87,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.47,15.16,0.0
2154,-5.644259399815746,-35.31166355081828,9.15,Aprovado,10.0,9.258,7.393333333333334,8.0,10.0,7.83,5.8,3.91,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.58,11.13,0.27
1947,-5.646177445238659,-35.62711814090177,9.15,Aprovado,9.761904761904763,8.693999999999999,5.706666666666667,10.0,10.0,7.38,5.8,6.44,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.59,19.59,0.0
1527,-5.37821527031603,-36.21449612109895,9.14,Aprovado,9.695767195767196,9.493333333333334,7.86,8.0,10.0,7.33,5.97,3.21,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.37,7.6,0.0
1563,-5.649068347352947,-36.16813417620726,9.14,Aprovado,9.695767195767196,9.648,7.493333333333334,8.0,10.0,7.33,5.97,3.76,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.65,5.28,0.0
1231,-5.87705674505535,-36.618236962366005,9.14,Aprovado,8.902116402116404,9.517333333333333,7.02,10.0,10.0,6.73,5.97,4.47,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",7.86,7.24,0.0
2073,-5.780535865062984,-35.44600917789021,9.14,Aprovado,9.2989417989418,9.184666666666667,6.2,10.0,10.0,7.03,5.8,5.7,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.97,12.23,0.0
2076,-5.915968664957717,-35.445153190635644,9.14,Aprovado,9.2989417989418,9.022,6.66,10.0,10.0,7.03,5.8,5.01,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",4.22,14.67,0.0
1823,-5.782681013657331,-35.806673867706955,9.13,Aprovado,9.2989417989418,8.608666666666666,7.553333333333333,10.0,10.0,7.03,5.8,3.67,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.56,20.87,0.67
1533,-5.649286576970109,-36.21323111881131,9.12,Aprovado,9.695767195767196,9.453333333333333,7.793333333333333,8.0,10.0,7.33,5.97,3.31,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.2,8.2,0.0
2063,-5.329087754942888,-35.44871704349634,9.12,Aprovado,9.761904761904763,9.293333333333333,7.960000000000001,8.0,10.0,7.38,5.8,3.06,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.52,10.6,0.0
2033,-5.329346336226116,-35.49375841768689,9.12,Aprovado,9.761904761904763,9.352666666666668,7.733333333333333,8.0,10.0,7.38,5.8,3.4,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",13.23,9.71,0.0
1467,-5.378620693159609,-36.30465442485274,9.12,Aprovado,9.695767195767196,9.169333333333334,8.486666666666666,8.0,10.0,7.33,5.97,2.27,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",14.03,12.46,0.0
2040,-5.64537630569732,-35.49191000922819,9.11,Aprovado,9.761904761904763,9.653333333333334,6.906666666666668,8.0,10.0,7.38,5.8,4.64,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.97,5.2,0.0
2179,-5.643971479078052,-35.26660766904135,9.11,Aprovado,10.0,9.223333333333333,7.02,8.0,9.976199999999999,7.83,5.8,4.47,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.34, ""Nenhuma"": 99.66}",2.27,11.65,1.63
1526,-5.333036454477647,-36.21470081859279,9.11,Aprovado,9.695767195767196,9.16,8.459999999999999,8.0,10.0,7.33,5.97,2.31,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.24,12.6,0.0
1496,-5.333239101707292,-36.25977580607621,9.11,Aprovado,9.695767195767196,9.099333333333334,8.546666666666667,8.0,10.0,7.33,5.97,2.18,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",12.69,13.51,0.0
2074,-5.825680217870508,-35.44572608928517,9.11,Aprovado,9.2989417989418,9.002666666666666,6.386666666666667,10.0,10.0,7.03,5.8,5.42,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.73,14.96,0.56
1228,-5.7414789772408845,-36.61880682623747,9.1,Aprovado,8.981481481481483,9.42,6.566666666666666,10.0,10.0,6.79,5.97,5.15,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.77,8.7,0.0
2041,-5.690523117528627,-35.491637123550994,9.1,Aprovado,9.761904761904763,9.671999999999999,6.753333333333334,8.0,10.0,7.38,5.8,4.87,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.64,4.92,0.0
1594,-5.648846626067303,-36.12303901798076,9.09,Aprovado,9.695767195767196,9.919333333333334,6.346666666666668,8.0,10.0,7.33,5.97,5.48,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",7.1,1.21,0.0
2127,-5.644543843717704,-35.35672175392902,9.09,Aprovado,9.761904761904763,9.268666666666668,7.726666666666667,8.0,10.0,7.38,5.8,3.41,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.88,10.97,0.0
2010,-5.690795822547224,-35.536707818386624,9.09,Aprovado,9.761904761904763,9.356666666666666,7.493333333333334,8.0,10.0,7.38,5.8,3.76,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",7.63,9.65,0.0
2153,-5.599121492137145,-35.31194806043585,9.09,Aprovado,10.0,8.926,7.5600000000000005,8.0,10.0,7.83,5.8,3.66,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",7.37,16.11,0.0
2002,-5.32960163316136,-35.538801994639954,9.08,Aprovado,9.761904761904763,9.250666666666667,7.58,8.0,10.0,7.38,5.8,3.63,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",12.98,11.24,0.0
2069,-5.599957607501964,-35.447119147923125,9.08,Aprovado,9.761904761904763,9.479333333333333,7.093333333333334,8.0,10.0,7.38,5.8,4.36,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.47,7.81,0.0
2097,-5.554539812484653,-35.402335176349894,9.08,Aprovado,9.761904761904763,9.069333333333333,8.120000000000001,8.0,10.0,7.38,5.8,2.82,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.13,13.96,0.24
1971,-5.32985364496205,-35.58384774619958,9.07,Aprovado,9.761904761904763,9.038,8.066666666666666,8.0,10.0,7.38,5.8,2.9,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",13.21,14.43,0.0
1020,-5.651974808609213,-36.84475980433477,9.07,Aprovado,8.981481481481483,9.358666666666666,6.346666666666668,10.0,10.0,6.79,5.97,5.48,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.23,9.62,5.17
2128,-5.689683956184937,-35.356438407987845,9.07,Aprovado,9.761904761904763,9.416,7.113333333333333,8.0,10.0,7.38,5.8,4.33,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.38,8.76,1.68
1909,-5.330347810063667,-35.67394566048056,9.07,Aprovado,9.761904761904763,8.949333333333334,8.28,8.0,10.0,7.38,5.8,2.58,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",18.35,15.76,0.0
1227,-5.696286232408937,-36.61899377594317,9.07,Aprovado,8.981481481481483,9.096666666666666,7.046666666666667,10.0,10.0,6.79,5.97,4.43,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.14,13.55,3.75
1440,-5.424002254242885,-36.3495396786936,9.06,Aprovado,9.695767195767196,8.993333333333332,8.373333333333333,8.0,10.0,7.33,5.97,2.44,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",10.08,15.1,0.0
856,-5.6978220011748295,-37.02509502682145,9.05,Aprovado,8.981481481481483,9.091333333333333,6.859999999999999,10.0,10.0,6.79,6.02,4.71,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",11.69,13.63,0.0
1940,-5.33010237085165,-35.628895644202984,9.05,Aprovado,9.761904761904763,8.948,8.066666666666666,8.0,10.0,7.38,5.8,2.9,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",15.19,15.78,0.0
2038,-5.555082433740695,-35.49244915594418,9.05,Aprovado,9.761904761904763,9.098666666666666,7.706666666666666,8.0,10.0,7.38,5.8,3.44,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.11,13.52,0.0
2015,-5.916539504395658,-35.53532809886065,9.05,Aprovado,9.2989417989418,8.374666666666666,7.38,10.0,10.0,7.03,5.8,3.93,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.37,24.38,0.0
2034,-5.37449371510585,-35.4935009740775,9.05,Aprovado,9.761904761904763,9.019333333333334,7.880000000000001,8.0,10.0,7.38,5.8,3.18,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",10.44,14.71,0.0
1564,-5.694244871675207,-36.16791370029711,9.05,Aprovado,9.695767195767196,9.574,6.799999999999999,8.0,10.0,7.33,5.97,4.8,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.74,6.39,0.0
814,-5.697974994749864,-37.07022399614418,9.05,Aprovado,8.981481481481483,9.047333333333334,6.993333333333334,10.0,10.0,6.79,6.02,4.51,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.79,14.29,0.0
1831,-6.143968378002443,-35.80458154474262,9.05,Aprovado,9.2989417989418,8.374,7.366666666666665,10.0,10.0,7.03,5.57,3.95,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.82,24.39,0.0
2126,-5.599403647276121,-35.35700280673445,9.05,Aprovado,9.761904761904763,9.122666666666667,7.666666666666666,8.0,10.0,7.38,5.8,3.5,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.81,13.16,0.0
1216,-5.199161104761301,-36.62095124909597,9.04,Aprovado,9.854497354497356,8.958666666666668,7.626666666666666,8.0,10.0,7.45,5.97,3.56,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.77,15.62,0.0
1269,-5.696097953707692,-36.573878543579134,9.04,Aprovado,8.981481481481483,8.977333333333332,7.033333333333333,10.0,10.0,6.79,5.97,4.45,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.37,15.34,0.0
1439,-5.378818417311465,-36.34973613425176,9.04,Aprovado,9.695767195767196,8.886666666666667,8.413333333333334,8.0,10.0,7.33,5.97,2.38,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",13.24,16.7,0.0
1656,-5.648392711239486,-36.03285416792361,9.04,Aprovado,9.695767195767196,9.338,7.279999999999999,8.0,10.0,7.33,5.97,4.08,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.6,9.93,0.0
1164,-6.690938192866594,-36.70493659421275,9.04,Aprovado,9.007936507936508,9.249333333333334,6.246666666666667,10.0,10.0,6.81,5.85,5.63,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.38,11.26,0.0
2098,-5.599682352684007,-35.402059845295746,9.03,Aprovado,9.761904761904763,9.36,6.859999999999999,8.0,10.0,7.38,5.8,4.71,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.68,9.6,0.0
2003,-5.374751186962048,-35.53854784211256,9.03,Aprovado,9.761904761904763,8.95,7.926666666666666,8.0,10.0,7.38,5.8,3.11,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.07,15.75,0.0
2014,-5.871390938598935,-35.53560841006844,9.03,Aprovado,9.2989417989418,8.403333333333334,7.086666666666667,10.0,10.0,7.03,5.8,4.37,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.2,23.95,0.0
1670,-6.280780417867163,-36.0294501269616,9.03,Aprovado,9.695767195767196,9.624,6.5,8.0,10.0,7.33,5.85,5.25,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.36,5.64,0.0
1270,-5.741289195179762,-36.573688059950285,9.03,Aprovado,8.981481481481483,9.246666666666666,6.293333333333333,10.0,10.0,6.79,5.97,5.56,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.82,11.3,0.0
1060,-5.697004080823609,-36.79946943637062,9.03,Aprovado,8.981481481481483,8.887333333333334,7.18,10.0,10.0,6.79,5.97,4.23,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.89,16.69,0.0
2092,-5.328825890108269,-35.40367790021727,9.03,Aprovado,9.761904761904763,9.104666666666667,7.533333333333333,8.0,10.0,7.38,5.8,3.7,21,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.72,13.43,0.0
