id_ponto;latitude_wgs84;longitude_wgs84;vento_bruto_ms;radiacao_solar_bruta;declive_bruto_graus;solo_bruto_codigo;restricao_dados_json;dist_urbana_bruto_km;dist_rede_bruto_km;pct_intersecao_urbana
549;-4,930187537192693;-37,34307824045847;7,09;5,99;3,2;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,84;10,18;0,0
550;-4,975401678945153;-37,342965648363695;7,09;5,99;3,24;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,64;14,57;0,0
551;-5,020615756217218;-37,34285201550307;7,09;6,02;3,33;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,55;14,37;0,0
552;-5,065829768428311;-37,34273734152386;7,09;6,02;3,26;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,32;9,38;0,0
553;-5,111043714998008;-37,342621626070034;7,09;6,02;3,73;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,02;4,42;6,47
554;-5,156257595346029;-37,342504868782285;7,09;6,02;4,76;24;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,0;1,02;83,76
555;-5,201471408892248;-37,34238706929803;7,09;6,02;4,68;24;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,0;5,71;93,3
556;-5,2466851550566815;-37,34226822725131;7,09;6,02;4,21;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,0;10,68;57,17
557;-5,291898833259505;-37,34214834227297;6,29;6,02;4,03;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,59;15,67;0,0
558;-5,337112442921046;-37,34202741399047;6,29;6,02;3,79;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,59;20,67;0,0
559;-5,382325983461777;-37,34190544202801;6,29;6,02;3,74;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";14,55;25,67;0,0
560;-5,427539454302344;-37,341782426006425;6,29;6,02;3,61;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";18,88;30,57;0,0
561;-5,472752854863535;-37,3416583655433;6,29;6,02;3,6;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";18,5;32,3;0,0
562;-5,517966184566306;-37,34153326025288;6,29;6,02;3,4;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";14,73;28,35;0,0
563;-5,563179442831765;-37,34140710974609;6,29;6,02;3,73;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,74;24,8;0,0
564;-5,608392629081186;-37,341279913630515;6,29;6,02;4,71;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,98;21,82;0,0
565;-5,653605742736004;-37,34115167151044;6,29;6,02;5,5;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,98;19,67;0,0
566;-5,69881878321782;-37,341022382986814;6,29;6,02;5,19;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,5;18,65;0,0
567;-5,744031749948391;-37,340892047657256;6,29;6,02;5,49;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,07;18,95;0,0
568;-5,7892446423496535;-37,34076066511607;5,93;6,02;6,05;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,51;20,49;0,0
569;-5,834457459843702;-37,34062823495418;5,93;6,02;5,59;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,05;23,04;0,45
570;-5,879670201852801;-37,34049475675919;5,93;6,02;5,38;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,83;26,3;0,19
571;-5,924882867799391;-37,340360230115394;5,93;6,02;5,93;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,58;30,05;0,0
572;-5,970095457106073;-37,34022465460369;5,93;6,02;10,73;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,48;34,12;0,0
573;-6,015307969195625;-37,34008802980164;5,93;6,09;4,8;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,72;38,4;0,0
574;-6,056385390991105;-37,343182651178516;5,93;6,09;4,79;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,37;42,28;0,0
575;-6,084520063381917;-37,35690948785211;5,93;6,09;3,98;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,28;44,51;0,0
576;-6,297681484536948;-37,321817625502476;5,73;6,09;3,61;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,5;68,0;0,0
577;-6,33314495203327;-37,338067050221134;5,73;6,09;3,83;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,26;71,25;0,0
578;-6,377005216887106;-37,33895720513362;5,73;6,09;4,74;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,0;75,91;17,48
579;-6,42221700807674;-37,338811117154876;5,73;6,09;4,25;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,93;80,77;0,0
580;-6,467428716286821;-37,33866397547654;5,73;6,09;4,66;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,82;81,99;0,0
581;-6,512640340942113;-37,33851577963912;5,73;6,09;6,15;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,61;79,95;0,0
582;-6,5578518814675695;-37,33836652917971;5,73;6,09;5,79;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,3;78,17;0,0
583;-6,603063337288326;-37,338216223632045;5,73;6,09;5,94;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,32;76,69;0,0
584;-6,648274707829718;-37,338064862526466;5,73;6,09;5,8;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,67;75,5;0,0
585;-6,684779292631681;-37,33952131853439;5,73;6,09;5,03;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,57;74,94;0,0
586;-4,852362596927506;-37,29596328387288;7,09;5,99;3,12;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,25;0,57;2,01
587;-4,884860449829268;-37,29811284498256;7,09;5,99;3,37;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,69;3,47;0,0
588;-4,93007360572781;-37,297998261834216;7,09;5,99;3,7;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,29;8,41;0,0
589;-4,975286697590881;-37,29788260999634;7,09;5,99;3,39;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";11,47;13,4;0,0
590;-5,020499724836489;-37,297765889110046;7,09;6,02;3,53;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,98;15,47;0,0
591;-5,065712686882794;-37,29764809881304;7,09;6,02;4,3;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,56;10,99;0,0
592;-5,11092558314809;-37,297529238739635;7,09;6,02;4,64;31;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,74;7,23;0,01
593;-5,156138413050828;-37,29740930852078;7,09;6,02;4,22;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,67;5,82;2,97
594;-5,201351176009605;-37,297288307784044;7,09;6,02;4,56;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,0;8,09;66,12
595;-5,246563871443162;-37,29716623615358;7,09;6,02;3,94;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,38;12,12;27,19
596;-5,291776498770404;-37,29704309325018;6,29;6,02;4,01;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,71;16,69;0,0
597;-5,336989057410374;-37,29691887869123;6,29;6,02;4,05;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,59;21,45;0,0
598;-5,382201546782282;-37,29679359209071;6,29;6,02;3,97;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";14,49;23,66;0,0
599;-5,427413966305479;-37,29666723305922;6,29;6,02;4,11;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";19,45;26,57;0,0
600;-5,472626315399488;-37,29653980120395;6,29;6,02;4,23;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";17,84;30,04;0,0
601;-5,517838593483973;-37,29641129612866;6,29;6,02;4,53;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,91;30,03;0,0
602;-5,5630507999787735;-37,29628171743376;6,29;6,02;4,37;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,07;28,74;0,0
603;-5,608262934303873;-37,29615106471617;6,29;6,02;4,23;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,67;26,21;0,0
604;-5,653474995879433;-37,29601933756946;6,29;6,02;4,73;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,99;24,45;2,4
605;-5,698686984125767;-37,295886535583755;6,29;6,02;4,82;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,24;23,64;0,0
606;-5,7438988984633506;-37,29575265834577;6,29;6,02;6,08;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,05;23,87;0,0
607;-5,789110738312834;-37,29561770543877;5,93;6,02;5,61;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,41;25,12;0,0
608;-5,834322503095026;-37,29548167644261;5,93;6,02;5,53;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,75;27,24;1,09
609;-5,879534192230912;-37,29534457093376;5,93;6,02;5,74;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,79;30,05;7,03
610;-5,924745805141634;-37,295206388485155;5,93;6,02;17,8;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,36;33,38;0,0
611;-5,969957341248513;-37,29506712866637;5,93;6,02;8,67;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";11,26;37,08;0,0
612;-6,015168799973044;-37,29492679104353;5,93;6,09;8,29;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";11,72;41,06;0,0
613;-6,0469061560086255;-37,29470050061984;5,93;6,09;13,61;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,1;43,99;0,0
614;-6,261309293059342;-37,27208144003946;5,73;6,09;6,29;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";14,05;66,17;0,0
615;-6,294158838687745;-37,294257066847685;5,73;6,09;4,59;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,79;68,63;0,0
616;-6,331646795780895;-37,29391421199939;5,73;6,09;4,51;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,98;72,55;0,0
617;-6,376857614641347;-37,2937652359102;5,73;6,09;4,6;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,96;77,29;0,0
618;-6,42206835092081;-37,29361517795658;5,73;6,09;4,97;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,61;79,93;0,0
619;-6,467279004042564;-37,29346403767007;5,73;6,09;4,44;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,83;77,52;2,03
620;-6,5124895734300745;-37,293311814578736;5,73;6,09;4,71;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,46;75,35;0,0
621;-6,557700058506993;-37,29315850820711;5,73;6,09;13,64;4;"{""Prote\u00e7\u00e3o Integral"": 4.85, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 95.15}";10,25;73,47;0,0
622;-6,602910458697157;-37,293004118076254;5,73;6,09;5,06;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,23;71,88;0,0
623;-6,648120773424604;-37,2928486437038;5,73;6,09;6,86;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,6;70,61;0,0
624;-6,688230543963409;-37,28807429970995;5,73;6,09;5,27;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,98;69,26;0,0
625;-6,720970865064428;-37,275927612729454;5,73;6,09;6,57;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,41;67,45;0,0
626;-6,767178777056218;-37,2712567748126;6,19;6,09;4,86;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,29;66,58;0,0
627;-4,849287068967131;-37,25842976829058;7,09;5,99;4,06;24;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,29;3,68;55,2
628;-4,884847264701844;-37,25314215263214;7,09;5,99;3,93;23;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,33;5,41;4,49
629;-4,929956619785577;-37,252919351898555;7,09;5,99;3,45;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,05;9,38;0,0
630;-4,975168633612322;-37,252800640676504;7,09;5,99;3,6;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,05;14,03;0,0
631;-5,020380582680878;-37,25268083212685;7,09;6,02;4,23;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,27;17,95;0,0
632;-5,065592466408089;-37,25255992587772;7,09;6,02;4,72;31;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,71;14,27;0,0
633;-5,110804284210952;-37,25243792155379;7,09;6,02;5,51;31;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,22;11,63;0,0
634;-5,156016035506608;-37,25231481877627;7,09;6,02;4,28;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,98;10,8;0,0
635;-5,2012277197123415;-37,25219061716288;7,09;6,02;4,11;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,5;12,18;0,12
636;-5,246439336245591;-37,25206531632789;7,09;6,02;3,92;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,26;15,16;0,0
637;-5,291650884523945;-37,25193891588204;6,29;6,02;3,68;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,44;15,46;0,0
638;-5,3368623639651425;-37,25181141543265;6,29;6,02;3,47;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";11,41;16,89;0,0
639;-5,382073773987075;-37,251682814583496;6,29;6,02;3,53;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";15,84;19,54;0,0
640;-5,427285114007793;-37,25155311293491;6,29;6,02;3,35;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";20,52;22,98;0,0
641;-5,472496383445492;-37,25142231008368;6,29;6,02;3,16;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";17,65;26,87;0,0
642;-5,517707581718535;-37,25129040562318;6,29;6,02;3,24;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,66;25,16;0,0
643;-5,562918708245438;-37,251157399143175;6,29;6,02;4,49;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,69;24,38;0,0
644;-5,608129762444879;-37,25102329023004;6,29;6,02;4,1;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,81;24,61;0,0
645;-5,653340743735695;-37,250888078466566;6,29;6,02;4,02;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,06;25,82;20,65
646;-5,698551651536883;-37,25075176343208;6,29;6,02;5,66;33;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,06;27,89;0,0
647;-5,743762485267607;-37,25061434470236;6,29;6,02;6,34;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,05;28,83;0,0
648;-5,788973244347191;-37,250475821849705;5,93;6,02;5,7;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,79;29,87;0,0
649;-5,834183928195133;-37,25033619444288;5,93;6,02;5,64;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,66;31,67;0,0
650;-5,879394536231086;-37,25019546204713;5,93;6,02;6,17;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,97;34,12;0,0
651;-5,924605067874882;-37,250053624224165;5,93;6,02;9,75;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,77;37,08;0,0
652;-5,96981552254652;-37,24991068053222;5,93;6,02;7,77;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,93;40,45;0,0
653;-6,011759443473419;-37,250915334494;5,93;6,09;27,84;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";16,6;43,77;0,0
654;-6,044775927951562;-37,26812258960046;5,93;6,09;30,36;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";14,96;45,45;0,0
655;-6,215758392895594;-37,231741366085;5,93;6,09;4,22;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";17,92;63,61;0,0
656;-6,244447899833674;-37,245035476842354;5,93;6,09;4,77;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";15,43;65,74;0,0
657;-6,286286501343493;-37,24887907250198;5,73;6,09;5,17;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";11,6;69,73;0,0
658;-6,331496319378533;-37,24872726552842;5,73;6,09;5,08;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,05;74,32;0,0
659;-6,376706055229231;-37,24857434855027;5,73;6,09;5,13;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,34;78,46;0,0
660;-6,421915708317354;-37,248420321090265;5,73;6,09;4,53;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,51;75,67;0,0
661;-6,46712527806485;-37,24826518266756;5,73;6,09;5,09;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,88;73,11;1,68
662;-6,5123347638938425;-37,248108932797706;5,73;6,09;4,79;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,54;70,81;0,0
663;-6,557544165226663;-37,24795157099278;5,73;6,09;6,39;4;"{""Prote\u00e7\u00e3o Integral"": 13.52, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 86.48}";10,38;68,8;0,0
664;-6,602753481485802;-37,24779309676117;5,73;6,09;4,71;4;"{""Prote\u00e7\u00e3o Integral"": 26.58, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 73.42}";12,34;67,11;0,0
665;-6,647962712093966;-37,247633509607745;5,73;6,09;6,14;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,84;65,75;0,0
666;-6,693171856474032;-37,24747280903378;5,73;6,09;5,26;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,52;64,74;0,0
667;-6,738212508607309;-37,24626078722405;5,73;6,09;5,33;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,38;64,0;0,0
668;-6,781851960525428;-37,243214528374196;6,19;6,09;7,34;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,53;63,44;0,0
669;-6,813904955797595;-37,236981110815954;6,19;6,09;17,87;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,77;62,83;0,0
670;-4,8946443999738145;-37,21992909432514;7,09;5,99;4,47;23;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,36;9,08;9,28
671;-4,930279501229828;-37,208252988349706;7,09;5,99;5,07;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,5;12,46;0,0
