id_ponto;latitude_wgs84;longitude_wgs84;vento_bruto_ms;radiacao_solar_bruta;declive_bruto_graus;solo_bruto_codigo;restricao_dados_json;dist_urbana_bruto_km;dist_rede_bruto_km;pct_intersecao_urbana
0;-6,257663148137628;-38,544510976249576;5,54;6,02;14,31;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,17;129,54;0,0
1;-6,289229813438393;-38,55438647557263;5,54;6,02;18,34;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,07;132,15;0,0
2;-6,331013183597015;-38,55868591586582;5,54;6,02;14,72;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,97;134,85;0,0
3;-6,174949839438766;-38,49293015035914;5,63;6,02;7,36;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,21;120,36;0,0
4;-6,203712637603832;-38,507820341457766;5,63;6,02;9,65;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,0;123,22;33,24
5;-6,245714705193546;-38,511957602675494;5,63;6,02;13,98;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,14;125,74;7,26
6;-6,28899385849375;-38,51431888185682;5,54;6,02;15,06;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,25;128,28;0,24
7;-6,330022460144433;-38,51330056836517;5,54;6,02;13,6;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,18;130,49;2,93
8;-6,085351478814386;-38,44705081448013;5,63;6,02;12,73;0;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,18;111,76;0,0
9;-6,119435376765891;-38,455650647816455;5,63;6,02;9,78;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,43;114,08;0,0
10;-6,155947013014003;-38,46357178990029;5,63;6,02;13,2;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,41;116,53;0,0
11;-6,198491423957943;-38,46920779643607;5,63;6,02;14,09;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,4;119,14;6,33
12;-6,243720703146249;-38,46916242042654;5,63;6,02;13,76;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,72;121,47;1,61
13;-6,2889499044754205;-38,46911670798886;5,54;6,02;16,72;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,9;123,96;1,06
14;-6,332261269887306;-38,4669894847543;5,54;6,02;26,52;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,91;126,29;5,85
15;-6,375932126258934;-38,466437849965146;5,54;6,02;31,66;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,54;128,92;0,0
16;-6,402871366439899;-38,44708173934961;5,54;6,02;10,74;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,22;128,91;0,0
17;-6,074178306926963;-38,41626586413439;5,92;6,02;17,57;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,32;108,14;0,0
18;-6,108278170643705;-38,423609081100494;5,92;6,02;19,22;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,69;110,34;0,0
19;-6,153215245449875;-38,424062587937875;5,92;6,02;20,01;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,59;112,44;0,0
20;-6,198444255194977;-38,424013713822625;5,92;6,02;16,22;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,3;114,69;0,0
21;-6,243673187579483;-38,42396447479177;5,92;6,02;14,01;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,86;117,11;4,9
22;-6,288902042047879;-38,42391487069153;5,64;6,02;27,06;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,23;119,69;0,11
23;-6,334130818044855;-38,423864901367025;5,64;6,02;17,83;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,31;122,42;0,0
24;-6,379359515015294;-38,42381456666215;5,64;6,02;19,95;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,4;125,29;1,51
25;-6,406541945686383;-38,421863259228935;5,64;6,02;12,82;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,43;126,91;0,0
26;-6,071239587190197;-38,390214299376126;5,92;6,02;22,48;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,6;105,35;0,0
27;-6,108169266436923;-38,37908195000695;5,92;6,02;15,32;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,99;105,83;3,27
28;-6,153164600129166;-38,378872704479356;5,92;6,02;24,71;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,93;107,96;0,0
29;-6,1983932348130315;-38,378819996124484;5,92;6,02;28,39;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,86;110,3;0,0
30;-6,2436217920751425;-38,37876689422603;5,92;6,02;29,97;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,38;112,81;0,0
31;-6,288850271359525;-38,37871339861819;5,64;6,02;18,6;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,81;115,49;0,0
32;-6,3340786721104045;-38,37865950913388;5,64;6,02;20,56;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,43;118,32;0,0
33;-6,379306993772206;-38,37860522560479;5,64;6,02;20,28;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,84;121,28;0,0
34;-6,420663670980778;-38,37267928892309;5,64;6,02;15,39;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,3;123,61;22,52
35;-6,452165844273168;-38,3643924484939;5,64;6,02;9,65;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,38;125,15;0,0
36;-6,080401202841102;-38,33474493863261;5,92;6,02;29,01;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,82;100,09;0,0
37;-6,107896061901102;-38,33372527517055;5,92;6,02;17,08;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,65;101,27;5,2
38;-6,153110131660427;-38,33368321439957;5,92;6,02;15,4;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,85;103,52;0,0
39;-6,198338362970264;-38,333626671969625;5,92;6,02;18,31;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,03;105,96;0,0
40;-6,243566516792565;-38,33356970736937;5,92;6,02;11,22;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,6;108,57;2,98
41;-6,28879459257087;-38,333512320420965;5,64;6,02;16,57;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,84;111,35;0,71
42;-6,334022589748905;-38,33345451094518;5,64;6,02;27,71;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,63;114,28;0,0
43;-6,3792505077706;-38,33339627876148;5,64;6,02;20,62;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,7;117,35;0,24
44;-6,424478346080074;-38,3333376236879;5,64;6,02;7,32;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,49;120,55;3,85
45;-6,458869940636395;-38,32661016542625;5,64;6,02;7,41;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,89;122,51;2,99
46;-6,076499508926437;-38,279411995988845;5,92;6,02;11,09;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,42;94,35;0,0
47;-6,107903217868474;-38,28849173423381;5,92;6,02;10,16;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,48;96,77;2,18
48;-6,153051840212486;-38,28849414631323;5,92;6,02;13,66;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,16;99,13;0,0
49;-6,198279639836758;-38,288433769984685;5,92;6,02;14,53;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,39;101,67;3,91
50;-6,243507361903108;-38,2883729428605;5,92;6,02;7,92;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,54;104,4;1,78
51;-6,288735005854542;-38,28831166475075;5,64;6,02;12,83;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,07;107,28;1,03
52;-6,333962571134253;-38,288249935464066;5,64;6,02;8,23;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,48;110,32;5,98
53;-6,379190057185644;-38,28818775480767;5,64;6,02;6,64;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,07;113,5;0,0
54;-6,424417463452302;-38,28812512258728;5,64;6,02;5,95;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,91;116,8;0,0
55;-6,469020703542104;-38,28768151790699;5,64;6,02;10,16;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,6;120,15;0,5
56;-6,4962555135820255;-38,28250671042772;5,64;6,02;23,32;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,01;121,86;0,0
57;-5,989442294697711;-38,2269745016223;5,92;5,97;27,74;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,75;85,22;0,0
58;-6,018566372488436;-38,235723820812616;5,92;6,02;7,46;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,91;87,32;0,0
59;-6,063750090319687;-38,24216776282622;5,92;6,02;5,2;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,31;90,02;0,0
60;-6,107762309262302;-38,24336925965319;5,92;6,02;4,65;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,55;92,34;6,23
61;-6,152989725966009;-38,24330552883367;5,92;6,02;5,15;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,49;94,8;0,95
62;-6,198217065594541;-38,24324131879501;5,92;6,02;5,99;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,59;97,46;5,24
63;-6,243444327590153;-38,24317662933681;5,92;6,02;6,82;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,14;100,3;0,0
64;-6,288671511395275;-38,24311146025707;5,64;6,02;5,72;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,72;103,3;0,0
65;-6,333898616452549;-38,24304581135232;5,64;6,02;6,66;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,13;106,45;0,0
66;-6,379125642204798;-38,242979682417484;5,64;6,02;8,52;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,49;109,74;0,0
67;-6,424352588095046;-38,24291307324598;5,64;6,02;9,34;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,61;113,15;0,0
68;-6,4654617570864445;-38,243219231188974;5,64;6,02;13,02;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,12;116,38;4,28
69;-5,977354693739504;-38,195088314083215;5,92;5,97;5,18;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,96;81,45;0,0
70;-6,017242774450547;-38,19831847508209;5,92;6,02;4,37;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,06;83,46;0,0
71;-6,062469855561352;-38,198251954391694;5,92;6,02;4,65;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,62;85,6;0,0
72;-6,107696860635247;-38,198184926291646;5,92;6,02;5,43;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,0;87,96;52,65
73;-6,152923789113505;-38,198117390572826;5,92;6,02;5,37;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,0;90,55;30,66
74;-6,198150640437573;-38,1980493470245;5,92;6,02;6,84;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,48;93,33;1,49
75;-6,243377414049103;-38,197980795434226;5,92;6,02;8,68;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,72;96,28;0,0
76;-6,2886041093899285;-38,19791173558802;5,64;6,02;22,54;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,2;99,41;0,0
77;-6,333830725902084;-38,197842167270224;5,64;6,02;11,36;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,19;102,68;0,0
78;-6,3790572630278;-38,19777209026354;5,64;6,02;23,11;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,0;106,08;0,0
79;-6,424283720209497;-38,19770150434907;5,64;6,02;9,54;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,46;109,61;0,0
80;-6,468291904614918;-38,196839099842194;5,64;6,02;8,54;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,13;113,09;11,55
81;-6,495548283222674;-38,18457062851246;5,64;6,02;10,4;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,33;114,45;0,0
82;-5,900414519504792;-38,13564663145912;5,92;5,97;2,73;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,31;72,46;0,0
83;-5,93077000686075;-38,1452737559956;5,92;5,97;17,07;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,38;74,5;0,0
84;-5,972075818231449;-38,15308537484557;5,92;5,97;7,84;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,77;76,91;0,01
85;-6,017174564532323;-38,153142172936946;5,92;6,02;12,84;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,88;78,91;4,84
86;-6,062401129280348;-38,15307190474007;5,92;6,02;6,4;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,79;81,17;0,0
87;-6,1076276179091415;-38,15300110054844;5,92;6,02;5,86;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,49;83,66;0,0
88;-6,1528540298593315;-38,1529297601411;5,92;6,02;5,23;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,93;86,37;0,0
89;-6,198080364571741;-38,152857883295475;5,92;6,02;6,59;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,38;89,28;0,0
90;-6,243306621487381;-38,152785469787176;5,92;6,02;6,14;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,17;92,37;0,0
91;-6,288532800047452;-38,15271251939013;5,64;6,02;5,97;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,39;95,62;6,73
92;-6,333758899693357;-38,152639031876575;5,64;6,02;7,43;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,72;99,01;0,0
93;-6,378984919866683;-38,15256500701697;5,64;6,02;8,85;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,09;102,54;1,58
94;-6,424210860009225;-38,15249044458008;5,64;6,02;13,09;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,93;106,19;1,62
95;-6,469428779663859;-38,15241680864277;5,64;6,02;9,01;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,47;109,94;0,43
96;-6,5009745879060645;-38,14496554790595;5,64;6,02;7,76;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,65;112,1;0,0
97;-5,716529878074347;-38,087638469403416;6,11;5,97;3,07;48;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,81;64,1;0,0
98;-5,726408548642409;-38,08750747452322;6,11;5,97;2,9;48;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,79;64,1;0,0
99;-5,805928757546691;-38,0933851689791;5,92;5,97;4,15;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,19;65,55;0,0
100;-5,837219336153429;-38,10101086162744;5,92;5,97;3,87;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,0;67,02;0,0
101;-5,882633305890475;-38,10535361863916;5,92;5,97;4,08;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,99;68,69;0,0
102;-5,926650350754299;-38,108112744722334;5,92;5,97;5,48;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,08;70,47;0,0
103;-5,971876521578875;-38,10803985770376;5,92;5,97;10,71;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,59;72,3;0,0
104;-6,017102617318019;-38,10796640656692;5,92;6,02;29,77;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,37;74,42;0,0
105;-6,062328637411322;-38,107892391082785;5,92;6,02;10,24;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,0;76,8;0,04
106;-6,107554581298556;-38,10781781102045;5,92;6,02;4,38;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,16;79,43;2,15
107;-6,152780448419684;-38,10774266614724;5,92;6,02;4,87;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,77;82,28;0,0
108;-6,1980062382148615;-38,10766695622866;5,92;6,02;5,66;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,08;85,33;0,0
109;-6,243231950124427;-38,10759068102839;5,92;6,02;5,62;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,97;88,56;0,0
110;-6,288457583588915;-38,10751384030833;5,64;6,02;5,62;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,97;91,94;0,0
111;-6,333683138049054;-38,107436433828525;5,64;6,02;5,84;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,39;95,47;0,0
112;-6,378908612945766;-38,10735846134723;5,64;6,02;7,64;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,01;99,12;0,0
113;-6,42413400772017;-38,1072799226209;5,64;6,02;14,2;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,56;102,89;0,0
114;-6,46919559685001;-38,10735807389344;5,64;6,02;8,82;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,21;106,76;0,0
115;-6,505478145751051;-38,11438352669918;5,64;6,02;10,18;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,99;110,4;0,0
116;-5,664307255632372;-38,05751962922186;6,11;5,97;3,04;48;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";13,12;60,99;0,0
117;-5,700674053707403;-38,06274841190996;6,11;5,97;6,61;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,08;61,35;0,0
118;-5,746941822126759;-38,05164575437452;6,11;5,97;4,58;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,03;60,23;0,0
119;-5,792722188814393;-38,061141549672904;5,92;5,97;4,29;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,0;61,8;4,82
120;-5,836124392684403;-38,063096327930545;5,92;5,97;4,98;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,48;62,89;0,0
121;-5,881350139411257;-38,0630209356226;5,92;5,97;4,86;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,05;64,15;0,0
122;-5,926575812085522;-38,062944951113714;5,92;5,97;5,91;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,26;65,78;4,21
